-0.1631  	-0.1478  	-0.3979  	-0.8565  	0.09883  	-1.2733  	0.45308  	-0.0396  	-0.0887  	-0.2103  	0.08960  	0.30318  	0.16199  	0.22911  	-0.5492  	-0.1194  	-0.3765  	0.10187  	0.28360  	0.78200  	0.36381  	-0.3384  	-0.4617  	0.20898  	-0.3408  	0.14444  	0.34627  	0.42614  	-0.1454  	-0.1118  	-0.1056  	0.02327  	0.06399  	-0.0355  	0.16363  	0.04348  	-0.2290  	-0.2313  	0.00057  	0.07416  	-0.1400  	0.01263  	-0.2250  	0.20410  	0.32917  	-0.0356  	0.04115  	-0.1151  	-0.0206  	-0.0816  	-0.1004  	-0.0390  	0.00518  	-0.0122  	-0.0031  	-0.0107  	-0.0346  	-0.0034  	0.02565  	0.01131  	-0.0223  	0.00780  	0.00580  	0.03043  	0.19793  	0.07954  	0.06296  	0.02465  	-0.0276  	0.21424  	
-0.2081  	-0.1646  	-0.4197  	-0.8303  	0.10803  	-1.2612  	0.43460  	-0.0410  	-0.0910  	-0.2308  	0.06938  	0.28104  	0.13927  	0.15692  	-0.5078  	-0.0867  	-0.3578  	0.11679  	0.30327  	0.76751  	0.36096  	-0.3429  	-0.4449  	0.22788  	-0.3231  	0.14853  	0.35087  	0.42666  	-0.1288  	-0.0944  	-0.1045  	0.02629  	0.04736  	-0.0258  	0.14136  	0.03606  	-0.2292  	-0.2334  	0.01079  	0.08273  	-0.1273  	0.00619  	-0.2198  	0.19747  	0.32784  	-0.0284  	0.03713  	-0.1146  	-0.0235  	-0.0852  	-0.1040  	-0.0368  	0.00642  	-0.0099  	-0.0059  	-0.0113  	-0.0376  	-0.0042  	0.02875  	0.01303  	-0.0214  	0.00490  	-0.0013  	0.02821  	0.19931  	0.08175  	0.06430  	0.02355  	-0.0272  	0.21712  	
-0.1256  	-0.0992  	-0.3591  	-0.7281  	0.13625  	-1.1394  	0.40888  	0.00532  	-0.0732  	-0.2938  	-0.0451  	0.32588  	0.20376  	0.21426  	-0.3535  	-0.1061  	-0.3371  	0.08085  	0.29034  	0.75947  	0.39808  	-0.2905  	-0.4008  	0.20215  	-0.3244  	0.15510  	0.36813  	0.41189  	-0.1492  	-0.0960  	-0.0832  	0.02556  	0.06355  	-0.0278  	0.14055  	0.00107  	-0.2234  	-0.2357  	0.02453  	0.08659  	-0.1355  	-0.0045  	-0.2238  	0.19656  	0.31935  	-0.0272  	0.03686  	-0.1084  	-0.0292  	-0.0755  	-0.0974  	-0.0377  	0.00438  	-0.0165  	-0.0083  	-0.0061  	-0.0413  	-0.0068  	0.03181  	0.01330  	-0.0212  	0.00773  	0.00448  	0.02478  	0.20070  	0.08336  	0.06518  	0.02258  	-0.0270  	0.21939  	
-0.0228  	-0.0333  	-0.3153  	-0.6353  	0.20491  	-1.1059  	0.42101  	0.04257  	-0.0617  	-0.2802  	-0.0823  	0.35851  	0.21396  	0.32189  	-0.3155  	-0.0858  	-0.3942  	0.10032  	0.31887  	0.78894  	0.40046  	-0.2856  	-0.4385  	0.18928  	-0.3624  	0.14134  	0.30914  	0.44089  	-0.1311  	-0.0963  	-0.0972  	0.01609  	0.09179  	-0.0229  	0.16244  	-0.0181  	-0.2207  	-0.2432  	0.00939  	0.10052  	-0.1505  	-0.0007  	-0.2265  	0.20261  	0.31556  	-0.0252  	0.03164  	-0.1113  	-0.0316  	-0.0783  	-0.0950  	-0.0381  	0.00365  	-0.0153  	-0.0100  	-0.0067  	-0.0361  	-0.0098  	0.02535  	0.00519  	-0.0222  	0.00717  	-0.0020  	0.02772  	0.20208  	0.08439  	0.06560  	0.02173  	-0.0270  	0.22106  	
-0.0215  	-0.0401  	-0.3332  	-0.5449  	0.27899  	-1.0778  	0.38447  	0.02167  	-0.0647  	-0.3075  	-0.0803  	0.37463  	0.18498  	0.32895  	-0.2872  	-0.0487  	-0.4034  	0.11703  	0.32907  	0.79056  	0.45657  	-0.3390  	-0.5067  	0.21311  	-0.3274  	0.11395  	0.34481  	0.43107  	-0.1428  	-0.0713  	-0.1144  	0.02960  	0.07361  	-0.0221  	0.23660  	0.00492  	-0.2026  	-0.2577  	-0.0109  	0.10192  	-0.1777  	0.01304  	-0.2472  	0.18989  	0.32251  	-0.0197  	0.02831  	-0.1250  	-0.0320  	-0.0857  	-0.0886  	-0.0382  	0.00757  	-0.0141  	-0.0069  	0.00290  	-0.0300  	-0.0110  	0.03014  	0.00847  	-0.0247  	0.00274  	-0.0062  	0.02585  	0.20346  	0.08482  	0.06556  	0.02099  	-0.0274  	0.22213  	
0.04984  	-0.0736  	-0.3271  	-0.5255  	0.25553  	-1.0596  	0.40501  	0.02697  	-0.0953  	-0.3343  	-0.0086  	0.34081  	0.15838  	0.28805  	-0.3304  	0.00214  	-0.4216  	0.06562  	0.32699  	0.74742  	0.50131  	-0.3336  	-0.5019  	0.28184  	-0.2927  	0.10487  	0.47904  	0.31493  	-0.2281  	-0.0586  	-0.1359  	0.06995  	0.05670  	-0.0265  	0.30024  	0.02394  	-0.1423  	-0.2268  	-0.0508  	0.07877  	-0.2250  	0.01969  	-0.2600  	0.18910  	0.33189  	-0.0257  	0.02818  	-0.1203  	-0.0267  	-0.0903  	-0.0887  	-0.0378  	0.01146  	-0.0149  	-0.0056  	0.00202  	-0.0294  	-0.0070  	0.03456  	0.00818  	-0.0296  	-0.0061  	-0.0017  	0.02383  	0.20484  	0.08466  	0.06505  	0.02038  	-0.0279  	0.22259  	
0.12542  	-0.0892  	-0.2957  	-0.5110  	0.24443  	-1.0389  	0.40985  	0.00583  	-0.0830  	-0.2593  	0.03327  	0.37300  	0.17188  	0.17380  	-0.4660  	0.08193  	-0.4187  	0.08545  	0.32672  	0.76024  	0.43213  	-0.3357  	-0.5290  	0.25702  	-0.2498  	0.08624  	0.46487  	0.35977  	-0.2334  	-0.0379  	-0.1398  	0.07176  	0.03510  	-0.0355  	0.29070  	0.07033  	-0.1539  	-0.2379  	-0.0290  	0.08362  	-0.2214  	0.01788  	-0.2629  	0.18857  	0.33087  	-0.0170  	0.03051  	-0.1170  	-0.0221  	-0.0838  	-0.0764  	-0.0347  	0.01244  	-0.0161  	-0.0038  	0.00085  	-0.0305  	-0.0037  	0.03447  	0.01139  	-0.0378  	-0.0083  	0.00136  	0.02428  	0.20622  	0.08391  	0.06407  	0.01989  	-0.0288  	0.22245  	
0.10379  	-0.0638  	-0.2623  	-0.4844  	0.31149  	-1.0470  	0.46279  	-0.0339  	-0.0973  	-0.2260  	0.00606  	0.34990  	0.15543  	0.20221  	-0.4678  	0.08396  	-0.4183  	0.09747  	0.31726  	0.77878  	0.38136  	-0.3239  	-0.5709  	0.27710  	-0.2205  	0.07284  	0.47538  	0.41118  	-0.1635  	-0.0304  	-0.1578  	0.08045  	0.03273  	-0.0297  	0.27508  	0.11326  	-0.1932  	-0.2513  	-0.0009  	0.10230  	-0.2263  	0.02883  	-0.2506  	0.19352  	0.34226  	-0.0273  	0.02084  	-0.1133  	-0.0083  	-0.0905  	-0.0768  	-0.0413  	0.01356  	-0.0130  	0.00020  	-0.0020  	-0.0252  	-0.0023  	0.03324  	0.01073  	-0.0329  	-0.0109  	0.00451  	0.02788  	0.20818  	0.08164  	0.06198  	0.02024  	-0.0309  	0.21409  	
0.08122  	-0.0719  	-0.2869  	-0.5885  	0.24134  	-1.0266  	0.45691  	-0.0032  	-0.0918  	-0.2690  	0.00706  	0.31682  	0.17609  	0.21180  	-0.4711  	0.05786  	-0.4221  	0.10356  	0.32373  	0.78101  	0.40882  	-0.3157  	-0.5632  	0.24947  	-0.2136  	0.08349  	0.46363  	0.43172  	-0.1675  	-0.0459  	-0.1435  	0.06458  	0.04088  	-0.0328  	0.26169  	0.10654  	-0.1819  	-0.2507  	0.00298  	0.09729  	-0.2196  	0.02879  	-0.2546  	0.19860  	0.33785  	-0.0281  	0.02691  	-0.1139  	-0.0161  	-0.0864  	-0.0779  	-0.0396  	0.01427  	-0.0126  	-0.0012  	-0.0001  	-0.0271  	-0.0034  	0.03175  	0.01224  	-0.0281  	-0.0089  	0.00671  	0.02976  	0.20883  	0.07914  	0.05965  	0.02012  	-0.0321  	0.20653  	
0.11125  	-0.0412  	-0.3361  	-0.3727  	0.37098  	-0.9956  	0.43876  	-0.0128  	-0.1036  	-0.3108  	-0.1057  	0.35653  	0.16352  	0.30717  	-0.3395  	-0.0128  	-0.4046  	0.06337  	0.31238  	0.83323  	0.40384  	-0.3064  	-0.5987  	0.29976  	-0.1661  	0.08844  	0.51760  	0.45211  	-0.1283  	0.01100  	-0.1865  	0.07954  	0.04784  	-0.0221  	0.28532  	0.09288  	-0.2153  	-0.2494  	0.01079  	0.10880  	-0.2544  	0.02971  	-0.2488  	0.19840  	0.33925  	-0.0229  	0.02215  	-0.1004  	-0.0129  	-0.0995  	-0.0731  	-0.0403  	0.00649  	-0.0168  	-0.0069  	0.00509  	-0.0226  	-0.0026  	0.03782  	0.01134  	-0.0345  	-0.0185  	0.00126  	0.02202  	0.21004  	0.07642  	0.05703  	0.01974  	-0.0332  	0.20690  	
